hidden_dim,dropout,lr,layers,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_val_loss_mean,fold_r2_scores
256,0.3,0.0005,2,0.3983575499243326,0.0126772122665908,1.731969173144392,0.0711497482294359,0.3665362119674683,"[0.405304002126827, 0.376433275504662, 0.394519488908817, 0.41420296402444406, 0.4013280190569129]"
256,0.2,0.001,1,0.3976276578750407,0.0089282374506102,1.7282791373234172,0.0729294200533752,0.3654218792915344,"[0.4018904640520968, 0.38101200285693454, 0.3989369751024054, 0.4077113040417471, 0.3985875433220198]"
256,0.3,0.001,1,0.3975836463395947,0.0086931538436276,1.719236994911475,0.0571860513074574,0.3655544698238372,"[0.39597338591184633, 0.38311770191201083, 0.3993613129754001, 0.4102380919062067, 0.39922773899250935]"
256,0.2,0.001,2,0.3973844177609743,0.0162783445288615,1.7378468644275684,0.0703671070325491,0.3664178073406219,"[0.38851914182013286, 0.37134620330542867, 0.40418754922970906, 0.41941090870784237, 0.40345828574175835]"
128,0.3,0.0005,1,0.3954982476178095,0.0161516796315336,1.7250518577966312,0.0623433537860229,0.3737578272819519,"[0.401216920185602, 0.36681238113123843, 0.39023024710811155, 0.4062664649641934, 0.4129652246999022]"
128,0.3,0.001,2,0.3936918269674758,0.0145309003945889,1.735477741581035,0.0642394642148309,0.3718131601810455,"[0.39609662740225904, 0.3691250227462588, 0.3886241629282523, 0.41230744946063513, 0.402305872299974]"
256,0.2,0.0005,1,0.393551434845186,0.0140535699937763,1.7446122326376217,0.0772805106283495,0.3670984745025635,"[0.3949569142590197, 0.3723112640069273, 0.39857997291648023, 0.415087746015951, 0.38682127702755204]"
256,0.3,0.0005,1,0.3931529071808299,0.0094865184323557,1.743995823067344,0.0441496904525855,0.366283655166626,"[0.3854874869343255, 0.3828991504903801, 0.390778487095995, 0.4094037639824852, 0.3971956474009639]"
128,0.3,0.001,1,0.3922946403342314,0.012803648806987,1.7390392887976986,0.0504944615881855,0.3690235674381256,"[0.3887964835046116, 0.37350914410865227, 0.3858438303565677, 0.40687105114701055, 0.40645269255431504]"
128,0.3,0.0005,2,0.3919299617219424,0.0130254973281474,1.7347911294237128,0.0718117438604477,0.3719753444194794,"[0.40395624933107066, 0.37374171887913904, 0.38522022221357727, 0.40943408052136027, 0.38729753766456465]"
128,0.2,0.001,1,0.3916589468918054,0.0141921148953068,1.7452078059290923,0.0647576501044706,0.3710956513881683,"[0.38674974705515613, 0.3676029792629371, 0.40281112191280255, 0.40835224113370777, 0.39277864509442345]"
128,0.2,0.0005,1,0.3913459801246235,0.0162305672116442,1.7293629824497885,0.0541629795936266,0.3750751197338104,"[np.float64(0.38239411059713285), np.float64(0.36344865113765684), np.float64(0.4033952329707718), np.float64(0.4054861369559885), np.float64(0.40200576896156753)]"
256,0.3,0.001,2,0.3910007833648032,0.0184374521352093,1.742963815291358,0.0636018427568257,0.3657232522964477,"[0.38679899916200267, 0.35748825983033244, 0.40100360807115726, 0.41097756784951356, 0.3987354819110105]"
128,0.2,0.0005,2,0.3880857937289373,0.0150339269752603,1.761564350329832,0.0530672952397923,0.3726249158382416,"[0.3803258176372557, 0.3661860250933639, 0.3946471181109057, 0.41147684111932276, 0.38779316668383884]"
128,0.2,0.001,2,0.3855168099304362,0.0085975515188329,1.7475056797136777,0.060564182742972,0.3725301563739777,"[0.38351238124836545, 0.3702018309996764, 0.38800997444310054, 0.3956592661140867, 0.3902005968469522]"
256,0.2,0.0005,2,0.3824083926485598,0.0086928690103632,1.7712830421532857,0.0449274138333635,0.366910046339035,"[0.3717230492001306, 0.3731792400074343, 0.3881740693288173, 0.3942335108347336, 0.38473209387168317]"
