hidden_dim,dropout,lr,layers,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_val_loss_mean,fold_r2_scores
256,0.3,0.001,1,0.3697722212262399,0.0212122482378786,1.7828223636794047,0.0354435058693562,0.4017292141914367,"[0.3410483401772033, 0.39705290999551646, 0.3777469955265766, 0.34924994958845224, 0.3837629108434511]"
128,0.2,0.0005,1,0.3657419885194506,0.0119139379641867,1.7906355881214668,0.0345334244599263,0.403242415189743,"[0.34423473541059985, 0.3762146115323528, 0.37691040628455164, 0.368197921974631, 0.3631522673951177]"
128,0.2,0.001,1,0.365612045397197,0.0133519419746823,1.7812586258966865,0.0393061154793116,0.4014062941074371,"[0.34377611361188415, 0.38571109749350024, 0.3651885257491672, 0.3646824031772002, 0.36870208695423345]"
256,0.3,0.0005,1,0.3652685036674498,0.0214471011280742,1.780535537344354,0.0303954253827889,0.3992821455001831,"[0.3309346395891834, 0.3885580313938035, 0.38430719618610265, 0.3516732077569327, 0.37086944341122674]"
256,0.3,0.0005,2,0.3643616265029593,0.0199558284186104,1.7979929840718598,0.0276940373609673,0.3975034236907959,"[0.33094473484132464, 0.3879272604927559, 0.3698523657387, 0.3547204558618933, 0.37836331558012265]"
256,0.2,0.001,1,0.3638030081663112,0.0234744073670776,1.776323985666093,0.0211727141604873,0.4082491517066955,"[0.3335492712042956, 0.392849525607985, 0.3749863056060878, 0.3385489505600092, 0.37908098785317845]"
128,0.2,0.001,2,0.3620923616577537,0.0206446556508484,1.791807822003219,0.0319035548051929,0.4019906997680664,"[0.3275047282847241, 0.38390699317326576, 0.368159944274356, 0.35131125329087426, 0.37957888926554856]"
128,0.3,0.0005,1,0.3619751293968486,0.0175022169689252,1.7910783635293686,0.0298570492304381,0.4101581513881683,"[0.33503223204626287, 0.37722451100584214, 0.37474168845238687, 0.3471275299338467, 0.37574968554590443]"
256,0.2,0.0005,1,0.3619683705949358,0.0102311695386009,1.7878871958043585,0.0477822494289137,0.3981850385665894,"[0.35225916048738165, 0.3782848455279926, 0.3661915615856015, 0.34998034622158486, 0.3631259391521186]"
128,0.3,0.0005,2,0.3614336202691553,0.0165685982761059,1.789690341394056,0.0590539941148413,0.4012489199638366,"[0.3412266807450928, 0.38602018963778867, 0.3524784999511641, 0.35212156573428993, 0.3753211652774411]"
128,0.3,0.001,1,0.3601676007170041,0.0182456522901138,1.8012086996079222,0.0388538562202345,0.4039152920246124,"[0.33584686807722197, 0.3895968933280745, 0.3622826020265959, 0.34716500838624603, 0.36594663176688225]"
128,0.2,0.0005,2,0.3594894787431913,0.0176132488902415,1.8019000713150368,0.0331277158319488,0.4044421851634979,"[0.3284439588634654, 0.3782071405111543, 0.36664198672523524, 0.35279256925165164, 0.37136173836445024]"
256,0.2,0.0005,2,0.3581623941871867,0.0202118425656327,1.7922463902267096,0.028539315976648,0.399179083108902,"[0.3273000848646885, 0.38438468423096417, 0.34393091386525065, 0.3642890287817833, 0.3709072591932472]"
256,0.3,0.001,2,0.3570780001238149,0.018593812786244,1.808194742799197,0.0344854209213797,0.400881814956665,"[0.32691495452102504, 0.3808454213257553, 0.3599745491869742, 0.34788592048902695, 0.3697691550962931]"
128,0.3,0.001,2,0.3563344063085154,0.0203431443928272,1.8072934172102928,0.0447450989938758,0.4035117924213409,"[0.32799431659963696, 0.3788614894078335, 0.3448249419110147, 0.34956700464517887, 0.380424278978913]"
256,0.2,0.001,2,0.3550911378090766,0.01942813603242,1.8124122917663497,0.0356932733026873,0.4020771145820617,"[0.329246495115665, 0.3892208047079093, 0.34915276175970034, 0.3510485855240484, 0.35678704193806016]"
